What is Embedded System?,A special-purpose computer system designed to perform a specific function within a larger mechanical or electrical system.
What is Microcontroller?,"An integrated circuit that contains a processor, memory, and I/O peripherals on a single chip, commonly used in embedded systems."
What is IoT (Internet of Things)?,"A network of physical objects ('things') embedded with sensors, software, and other technologies that enable them to collect and exchange data."
What is RAM (Random-Access Memory)?,A type of volatile memory that allows data to be accessed in any order. Commonly used as main memory.
What is DRAM (Dynamic RAM)?,A type of RAM that uses capacitors to store data and requires periodic recharging to maintain the data.
What is SRAM (Static RAM)?,"A type of RAM that uses flip-flops to store data and retains data as long as power is supplied, without needing to be refreshed as often as DRAM."
What is ROM (Read-Only Memory)?,A type of non-volatile memory that typically stores data or programs that are not meant to be changed during normal operation.
What is PROM (Programmable ROM)?,A type of ROM that can be programmed once by the user.
What is EPROM (Erasable PROM)?,A type of ROM that can be erased (usually with ultraviolet light) and reprogrammed.
What is EEPROM (Electrically Erasable PROM)?,A type of ROM that can be erased and reprogrammed electrically while remaining in the circuit.
What is Buffer?,A temporary storage area used to hold data during transfer between devices or processes with different data rates.
What is Device Driver?,Software that enables the operating system to interact with and control a specific hardware device.
What is Magnetic Media?,"Storage media that use magnetic patterns to represent data, such as hard disks and magnetic tape."
What is Track?,"A concentric circle on a magnetic disk where data is stored. On an optical disc, it is a single spiral."
What is Sector?,"A subdivision of a track on a magnetic or optical disk, representing the smallest unit of storage."
What is Cylinder?,A set of tracks on different platters of a hard disk that are located at the same radial distance from the spindle.
What is Optical Media?,"Storage media that use lasers to read and write data, such as CDs, DVDs, and Blu-ray discs."
What is Pit?,An indentation on the surface of an optical disc.
What is Land?,A flat area on the surface of an optical disc between pits.
What is Solid-State Media?,"Electronic storage devices with no moving parts, such as flash memory used in memory sticks and SSDs."
What is Flash Memory?,A type of non-volatile solid-state memory that can be electrically erased and reprogrammed.
What is SSD (Solid-State Drive)?,"A storage device that uses flash memory to store data, offering faster access speeds and greater durability compared to traditional hard disk drives."
What is Pixel?,"The smallest addressable unit of a digital image or display. On a screen, it typically consists of red, green, and blue sub-pixels."
What is CRT (Cathode Ray Tube)?,An older display technology that uses an electron beam to illuminate phosphors on the screen.
What is LCD (Liquid-Crystal Display)?,A flat-panel display technology that uses liquid crystals to control the transmission of light through polarized filters.
What is LED (Light-Emitting Diode)?,A semiconductor light source commonly used for backlighting in LCD screens.
What is Virtual Reality Headset?,A wearable device that provides immersive virtual experiences by displaying stereoscopic images to the user's eyes and often tracking head movements.
What is Inkjet Printer?,A type of printer that forms images by spraying tiny droplets of ink onto paper.
What is Laser Printer?,"A type of printer that uses a laser beam to create an electrostatic image on a drum, which then attracts toner that is fused onto the paper."
What is Plotter?,"A type of output device used to create hard-copy graphics, often using pens to draw on large sheets of paper."
What is 3D Printer?,A device that builds three-dimensional objects layer by layer from a digital design.
What is CAD (Computer-Aided Design)?,Software used to create detailed 2D or 3D designs.
What is CAM (Computer-Aided Manufacture)?,The use of computer software to control manufacturing machinery.
What is Key Matrix?,An array of electrical circuits beneath the keys of a keyboard that detects when a key is pressed.
What is GUI (Graphical User Interface)?,"A type of user interface that allows users to interact with electronic devices through visual icons, menus, and other graphical elements rather than text-based commands."
What is Touch Screen?,A display screen that allows a user to interact with a computer by touching areas of the screen.
What is Resistive Touch Screen?,A touch screen technology that relies on pressure causing two conductive layers to make contact.
What is Capacitive Touch Screen?,A touch screen technology that detects changes in electrical capacitance caused by a touch.
What is PCT (Projective Capacitive Touch)?,A type of capacitive touch screen technology that can detect multiple touch points simultaneously.
What is Webcam?,"A video camera connected to a computer, often used for video conferencing or streaming."
What is Digital Camera?,A camera that captures photographs and videos digitally.
What is Scanner?,An input device that captures a digital representation of a physical image or document.
What is CCD (Charge-Coupled Device)?,A light-sensitive component used in scanners and digital cameras to convert light into an electrical signal.
What is ADC (Analogue-to-Digital Converter)?,"A circuit that converts an analogue signal (e.g., from a microphone or CCD) into a digital signal."
What is Voice Recognition?,Technology that enables a computer to understand spoken words and convert them into text or commands.
What is Voice Synthesis?,Technology that enables a computer to produce human-like speech from digital text.
What is Microphone?,An input device that converts sound waves into an electrical signal.
What is Speaker (Loudspeaker)?,An output device that converts an electrical signal into sound waves.
What is DAC (Digital-to-Analogue Converter)?,"A circuit that converts a digital signal into an analogue signal (e.g., to drive a speaker)."
What is Sound (Audio) Card?,An expansion card in a computer that provides audio input and output capabilities.
